id,host_id,host_response_time,host_response_rate,host_is_superhost,host_listings_count,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_location,reviews_per_month,crime,year,# point of interest
3192030,5923557,,,f,1.0,"Los Angeles, CA, United States",Echo Park,Echo Park,City of Los Angeles,Los Angeles,CA,90026.0,Los Angeles,"Los Angeles, CA",US,United States,34.08742,-118.25352,House,Entire home/apt,3,1.0,1.0,1.0,,110.0,,"$2,500.00",,$50.00,1,$0.00,6,1125,5 months ago,0,0,0,0,2,100.0,10.0,9.0,10.0,10.0,0.06,47879.0,2019.0,
7619079,19474113,,,f,1.0,"Los Angeles, CA, United States",Hollywood,Los Feliz,City of Los Angeles,Los Angeles,CA,90027.0,Los Angeles,"Los Angeles, CA",US,United States,34.10536,-118.29031,Apartment,Entire home/apt,4,1.0,1.0,2.0,,169.0,$800.00,,$100.00,$50.00,2,$30.00,30,1125,40 months ago,0,0,0,0,5,92.0,9.0,9.0,10.0,9.0,0.1,47879.0,2019.0,20.0
25328160,187543153,within an hour,100%,t,14.0,"Los Angeles, CA, United States",Westwood,Westwood,City of Los Angeles,Los Angeles,CA,90024.0,Los Angeles,"Los Angeles, CA",US,United States,34.06109,-118.44362,Apartment,Entire home/apt,2,1.0,1.0,1.0,,175.0,,,$500.00,$249.00,1,$0.00,30,30,5 weeks ago,16,16,16,16,3,93.0,10.0,10.0,10.0,10.0,0.16,47879.0,2019.0,
6602267,7001598,within a day,70%,t,1.0,"Los Angeles, CA, United States",Mid-Wilshire,Mid-Wilshire,City of Los Angeles,Los Angeles,CA,90019.0,Los Angeles,"Los Angeles, CA",US,United States,34.05212,-118.32988,Guesthouse,Entire home/apt,2,1.0,0.0,0.0,,107.0,$699.00,"$2,796.00",,$50.00,2,$15.00,2,1125,2 weeks ago,13,43,73,348,144,97.0,10.0,9.0,10.0,10.0,2.78,47879.0,2019.0,
28675934,214053594,within an hour,100%,f,10.0,"Los Angeles, CA, United States",Mid-Wilshire,Pico-Union,City of Los Angeles,Los Angeles,CA,90006.0,Los Angeles,"Los Angeles, CA",US,United States,34.05219,-118.29606,Apartment,Entire home/apt,2,1.0,1.0,2.0,,120.0,,,$0.00,$0.00,2,$20.00,1,30,a week ago,2,14,44,319,20,99.0,10.0,10.0,10.0,9.0,1.5,47879.0,2019.0,
12761924,69428463,within an hour,95%,f,1.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90813.0,Los Angeles,"Long Beach, CA",US,United States,33.77725,-118.18607,House,Entire home/apt,2,1.0,1.0,1.0,,94.0,,,$0.00,$50.00,2,$25.00,1,7,2 weeks ago,11,41,64,339,346,95.0,9.0,9.0,10.0,9.0,8.1,148.0,2019.0,20.0
31238568,55176006,within an hour,100%,t,1.0,"Los Angeles, CA, United States",North Hollywood,North Hollywood,City of Los Angeles,Los Angeles,CA,91601.0,Los Angeles,"Los Angeles, CA",US,United States,34.15946,-118.36189,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,,99.0,,,$150.00,$50.00,2,$50.00,2,10,3 days ago,4,18,37,38,41,100.0,10.0,10.0,10.0,10.0,3.93,47879.0,2019.0,
17101142,17981722,within an hour,98%,f,55.0,"Los Angeles, CA, United States",Westlake,Westlake,City of Los Angeles,Los Angeles,CA,90017.0,Los Angeles,"Los Angeles, CA",US,United States,34.052640000000004,-118.26376,Apartment,Entire home/apt,6,2.0,2.0,6.0,,249.0,,,$250.00,$99.00,1,$0.00,1,1125,3 weeks ago,0,0,0,241,15,87.0,9.0,8.0,9.0,9.0,0.44,47879.0,2019.0,20.0
28131317,5783669,within an hour,100%,t,2.0,"Los Angeles, CA, United States",South LA,West Adams,City of Los Angeles,Los Angeles,CA,90016.0,Los Angeles,"Los Angeles, CA",US,United States,34.03427,-118.34311,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,,75.0,,,$100.00,$50.00,1,$0.00,2,7,a week ago,0,20,44,44,13,98.0,9.0,10.0,10.0,9.0,1.88,47879.0,2019.0,
21253130,73449959,within a few hours,70%,f,2.0,"Glendale, CA, United States",Downtown,Downtown,City of Los Angeles,Glendale,CA,91204.0,Los Angeles,"Glendale, CA",US,United States,34.0584,-118.25153,Apartment,Entire home/apt,4,1.0,1.0,2.0,,99.0,,,$0.00,$59.00,1,$0.00,5,340,3 days ago,7,30,60,228,22,94.0,10.0,10.0,10.0,10.0,0.85,5273.0,2019.0,
537363,2639652,within an hour,100%,t,3.0,"Los Angeles, CA, United States",Highland Park,Highland Park,City of Los Angeles,Los Angeles,CA,90042.0,Los Angeles,"Los Angeles, CA",US,United States,34.11557,-118.18716,House,Entire home/apt,5,1.0,2.0,4.0,,199.0,"$1,499.00","$4,990.00",$0.00,$175.00,6,$0.00,2,30,5 weeks ago,8,11,11,11,141,98.0,10.0,10.0,10.0,10.0,1.72,47879.0,2019.0,
14913538,93685671,within an hour,100%,t,1.0,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291.0,Los Angeles,"Los Angeles, CA",US,United States,33.99519,-118.45936,Guesthouse,Private room,2,1.0,1.0,2.0,,90.0,,,$200.00,$25.00,1,$15.00,2,21,a week ago,7,30,58,306,254,97.0,10.0,10.0,10.0,10.0,6.44,47879.0,2019.0,20.0
14760548,30427101,within a few hours,100%,t,2.0,"Los Angeles, CA, United States",Silver Lake,Silver Lake,City of Los Angeles,Los Angeles,CA,90026.0,Los Angeles,"Los Angeles, CA",US,United States,34.0873,-118.27277,Apartment,Entire home/apt,4,2.0,2.0,4.0,,199.0,,,$200.00,$115.00,3,$10.00,30,1125,7 weeks ago,0,3,33,33,31,99.0,10.0,10.0,10.0,10.0,0.78,47879.0,2019.0,20.0
2473808,12652299,within a few hours,100%,t,1.0,"Beverly Hills, CA, United States",Beverly Hills,Beverly Hills,Other Cities,Beverly Hills,CA,90210.0,Los Angeles,"Beverly Hills, CA",US,United States,34.07627,-118.39215,Condominium,Private room,1,1.0,1.0,1.0,,83.0,,,$100.00,$38.00,1,$0.00,30,30,3 weeks ago,18,48,78,353,26,87.0,9.0,8.0,9.0,10.0,0.48,8874.0,2019.0,
24862323,17397673,within an hour,96%,t,3.0,"Los Angeles, CA, United States",Westchester/Playa Del Rey,Playa Vista,City of Los Angeles,Los Angeles,CA,90094.0,Los Angeles,"Los Angeles, CA",US,United States,33.97714000000001,-118.41289,Condominium,Entire home/apt,2,1.0,1.0,1.0,,149.0,,,"$1,000.00",$120.00,2,$30.00,28,60,a week ago,28,50,60,149,2,100.0,10.0,10.0,10.0,10.0,0.12,47879.0,2019.0,
6577229,13413336,within a day,100%,f,2.0,"Beverly Hills, CA, United States",Beverly Hills,Beverly Hills,Other Cities,Beverly Hills,CA,90211.0,Los Angeles,"Beverly Hills, CA",US,United States,34.06968,-118.38804,Apartment,Entire home/apt,4,2.0,2.0,2.0,,299.0,,,$0.00,$50.00,1,$0.00,3,1125,2 weeks ago,5,31,61,336,20,96.0,10.0,9.0,10.0,10.0,0.37,8874.0,2019.0,
35729999,18012716,within an hour,98%,f,11.0,"Los Angeles, CA, United States",Downtown,Chinatown,City of Los Angeles,Los Angeles,CA,90012.0,Los Angeles,"Los Angeles, CA",US,United States,34.06245,-118.246,Apartment,Entire home/apt,4,1.0,1.0,2.0,,115.0,,,$0.00,$80.00,2,$20.00,1,1125,today,2,11,25,202,28,94.0,10.0,10.0,9.0,10.0,4.88,47879.0,2019.0,
34742842,262017069,within an hour,100%,f,1.0,"Los Angeles, CA, United States",Northridge,Northridge,City of Los Angeles,Los Angeles,CA,91325.0,Los Angeles,"Los Angeles, CA",US,United States,34.225840000000005,-118.50974,Guesthouse,Entire home/apt,2,1.0,1.0,2.0,,99.0,,,$150.00,$100.00,2,$150.00,3,7,4 days ago,16,46,69,145,7,100.0,10.0,10.0,10.0,10.0,1.38,47879.0,2019.0,
35812697,209541929,,,f,1.0,"Los Angeles, CA, United States",Mar Vista,Mar Vista,City of Los Angeles,Los Angeles,CA,90066.0,Los Angeles,"Los Angeles, CA",US,United States,33.99958,-118.43872,Apartment,Private room,1,1.0,0.0,1.0,,100.0,,,,,1,$0.00,1,1,6 months ago,0,0,0,3,1,100.0,10.0,10.0,10.0,10.0,0.18,47879.0,2019.0,
12405352,25326961,within an hour,100%,t,37.0,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291.0,Los Angeles,"Los Angeles, CA",US,United States,33.9881,-118.46961,Apartment,Entire home/apt,3,1.0,1.0,2.0,,99.0,,,$500.00,$150.00,1,$0.00,31,1125,today,30,60,90,365,15,93.0,10.0,9.0,9.0,10.0,0.37,47879.0,2019.0,20.0
512682,2525623,,,f,1.0,"Los Angeles, CA, United States",Silver Lake,Silver Lake,City of Los Angeles,Los Angeles,CA,90026.0,Los Angeles,"Los Angeles, CA",US,United States,34.0911,-118.27886,Apartment,Entire home/apt,3,1.0,1.0,1.0,,115.0,$850.00,"$2,800.00",$300.00,$90.00,2,$25.00,30,55,2 months ago,0,0,0,0,8,100.0,10.0,10.0,10.0,10.0,0.14,47879.0,2019.0,
28834290,7552589,within an hour,100%,t,28.0,"Santa Monica, CA, United States",Santa Monica,Santa Monica,Other Cities,Santa Monica,CA,90401.0,Los Angeles,"Santa Monica, CA",US,United States,34.010259999999995,-118.49401,Apartment,Entire home/apt,2,1.0,0.0,0.0,,99.0,,,"$1,000.00",$100.00,1,$0.00,31,1125,3 weeks ago,30,60,90,180,3,93.0,10.0,10.0,10.0,9.0,0.32,7166.0,2019.0,
2248523,3541461,within an hour,100%,t,15.0,"Los Angeles, CA, United States",Mid-Wilshire,Arlington Heights,City of Los Angeles,Los Angeles,CA,90019.0,Los Angeles,"Los Angeles, CA",US,United States,34.0464,-118.31794,Loft,Private room,2,2.0,1.0,1.0,,75.0,$490.00,"$1,200.00",$100.00,,1,$25.00,31,1125,3 months ago,30,60,90,359,1,100.0,10.0,10.0,10.0,10.0,0.01,47879.0,2019.0,
33911489,19663623,within an hour,100%,f,5.0,"Pasadena, CA, United States",San Marino,San Pasqual,Unincorporated Areas,Pasadena,CA,91107.0,Los Angeles,"Pasadena, CA",US,United States,34.14072,-118.09813,House,Private room,3,1.0,1.0,2.0,,68.0,,,$400.00,$50.00,1,$15.00,3,180,3 months ago,30,60,90,179,2,100.0,10.0,10.0,10.0,10.0,0.28,67.0,2019.0,
31231292,206653756,within an hour,95%,t,3.0,"Los Angeles, CA, United States",Woodland Hills/Warner Center,Woodland Hills,City of Los Angeles,Los Angeles,CA,91367.0,Los Angeles,"Los Angeles, CA",US,United States,34.173359999999995,-118.60011000000002,Apartment,Entire home/apt,4,1.0,1.0,2.0,,112.0,,,$0.00,$95.00,4,$35.00,2,1125,2 weeks ago,0,0,0,188,28,92.0,9.0,9.0,9.0,10.0,2.54,47879.0,2019.0,
27702878,10796563,within an hour,100%,t,3.0,"Los Angeles, CA, United States",Mid-City,Mid-City,City of Los Angeles,Los Angeles,CA,90019.0,Los Angeles,"Los Angeles, CA",US,United States,34.0454,-118.3526,Apartment,Private room,2,1.0,1.0,1.0,,50.0,,,$100.00,$40.00,1,$15.00,3,120,6 weeks ago,0,0,1,69,6,100.0,10.0,10.0,10.0,10.0,0.5,47879.0,2019.0,
32920338,101401349,within an hour,100%,f,7.0,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291.0,Los Angeles,"Los Angeles, CA",US,United States,33.9907,-118.47538,Apartment,Entire home/apt,2,1.0,1.0,1.0,,160.0,,,$200.00,$185.00,3,$25.00,30,1125,a week ago,30,60,90,180,2,100.0,10.0,10.0,10.0,10.0,0.36,47879.0,2019.0,
35544559,254113951,within an hour,97%,f,6.0,"Inglewood, CA, United States",Inglewood,Inglewood,Other Cities,Inglewood,CA,90303.0,Los Angeles,"Inglewood, CA",US,United States,33.93669000000001,-118.33342,House,Private room,2,1.0,0.0,1.0,,46.0,,,,$15.00,2,$30.00,1,1125,today,5,35,65,338,18,84.0,9.0,8.0,9.0,9.0,3.09,7980.0,2019.0,
28106825,73445090,within an hour,100%,t,1.0,"Los Angeles, CA, United States",Highland Park,Highland Park,City of Los Angeles,Los Angeles,CA,90042.0,Los Angeles,"Los Angeles, CA",US,United States,34.12105,-118.17372,Guest suite,Entire home/apt,2,1.0,0.0,1.0,,85.0,,,$300.00,$65.00,1,$10.00,1,28,4 weeks ago,24,54,84,84,25,99.0,10.0,10.0,10.0,10.0,1.67,47879.0,2019.0,
9615735,21420324,within an hour,100%,t,4.0,"Los Angeles, CA, United States",Mar Vista,Sawtelle,City of Los Angeles,Los Angeles,CA,90064.0,Los Angeles,"Los Angeles, CA",US,United States,34.02467,-118.44983,House,Private room,2,1.0,1.0,1.0,,85.0,,,,,1,$25.00,1,1125,2 weeks ago,0,0,0,0,109,99.0,10.0,10.0,10.0,10.0,2.23,47879.0,2019.0,20.0
6289760,2753413,within a few hours,100%,f,1.0,"Los Angeles, CA, United States",Mar Vista,Mar Vista,City of Los Angeles,Los Angeles,CA,90066.0,Los Angeles,"Los Angeles, CA",US,United States,33.99564,-118.43946,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,,95.0,$975.00,,$200.00,$80.00,2,$25.00,30,1125,3 months ago,0,1,1,1,14,96.0,10.0,9.0,10.0,10.0,0.34,47879.0,2019.0,
4210400,161042,within an hour,90%,f,2.0,"Los Angeles, CA, United States",Echo Park,Echo Park,City of Los Angeles,Los Angeles,CA,90012.0,Los Angeles,"Los Angeles, CA",US,United States,34.06691,-118.25157,Bungalow,Private room,2,1.0,1.0,1.0,,40.0,$400.00,"$1,449.00",$150.00,$40.00,1,$0.00,30,1125,2 months ago,4,34,64,64,247,93.0,10.0,10.0,10.0,9.0,3.93,47879.0,2019.0,
33194851,10832832,within an hour,100%,t,33.0,"Los Angeles, CA, United States",Van Nuys,Van Nuys,City of Los Angeles,Los Angeles,CA,91406.0,Los Angeles,"Los Angeles, CA",US,United States,34.19748,-118.46826,House,Entire home/apt,7,1.0,3.0,3.0,,199.0,,,$500.00,$219.00,5,$19.00,2,1125,4 days ago,21,51,81,94,8,98.0,10.0,10.0,10.0,10.0,1.03,47879.0,2019.0,
32990642,4656446,within an hour,100%,t,200.0,"Los Angeles, CA, United States",West Hollywood,Fairfax,City of Los Angeles,Los Angeles,CA,90046.0,Los Angeles,"Los Angeles, CA",US,United States,34.08567,-118.34419,House,Entire home/apt,6,3.0,3.0,4.0,,247.0,,,"$1,000.00",$300.00,6,$0.00,31,1125,2 days ago,23,53,83,173,22,98.0,10.0,10.0,10.0,10.0,2.76,47879.0,2019.0,
34720736,78476721,,,f,1.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90814.0,Los Angeles,"Long Beach, CA",US,United States,33.76867,-118.15949,Bungalow,Private room,1,1.0,1.0,1.0,,65.0,,,$0.00,$40.00,1,$0.00,3,1125,4 weeks ago,0,0,0,0,2,100.0,10.0,10.0,10.0,9.0,0.35,148.0,2019.0,
23805889,153465440,,,f,1.0,"Los Angeles, CA, United States",Echo Park,Echo Park,City of Los Angeles,Los Angeles,CA,90026.0,Los Angeles,"Los Angeles, CA",US,United States,34.0696,-118.25644,House,Private room,2,3.0,1.0,1.0,,35.0,,,,,1,$0.00,1,21,21 months ago,0,0,0,0,3,100.0,9.0,9.0,9.0,9.0,0.14,47879.0,2019.0,
38630429,295048140,within an hour,100%,f,0.0,"Los Angeles, CA, United States",Echo Park,Chinatown,City of Los Angeles,Los Angeles,CA,90012.0,Los Angeles,"Los Angeles, CA",US,United States,34.06284,-118.24611000000002,Apartment,Entire home/apt,6,2.0,2.0,2.0,,120.0,,,$300.00,$80.00,2,$20.00,1,1125,4 weeks ago,0,3,33,33,1,100.0,10.0,10.0,10.0,10.0,0.7,47879.0,2019.0,
33144021,4925201,within a few hours,100%,t,1.0,"Los Angeles, CA, United States",Silver Lake,Silver Lake,City of Los Angeles,Los Angeles,CA,90039.0,Los Angeles,"Los Angeles, CA",US,United States,34.10511,-118.27124,Bungalow,Entire home/apt,6,2.0,2.0,2.0,,180.0,,,$500.00,$125.00,3,$20.00,30,1125,5 days ago,21,51,81,171,9,98.0,10.0,9.0,10.0,10.0,1.14,47879.0,2019.0,
21864622,137723569,within a few hours,88%,f,22.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90046.0,Los Angeles,"Los Angeles, CA",US,United States,34.09655,-118.34818,Apartment,Entire home/apt,8,3.0,3.0,5.0,,165.0,,,$150.00,$150.00,4,$20.00,30,1125,3 weeks ago,30,60,90,180,61,93.0,10.0,9.0,10.0,10.0,2.54,47879.0,2019.0,
30020469,134594427,within a few hours,94%,f,3.0,"Los Angeles, CA, United States",Mid-City,Mid-City,City of Los Angeles,Los Angeles,CA,90016.0,Los Angeles,"Los Angeles, CA",US,United States,34.04108,-118.35025,Apartment,Entire home/apt,2,1.0,0.0,1.0,,55.0,,,$0.00,$65.00,1,$0.00,120,1125,a week ago,1,1,1,250,6,100.0,10.0,10.0,10.0,9.0,0.47,47879.0,2019.0,
36492830,162830951,,,f,1.0,"Los Angeles, CA, United States",Westlake,Westlake,City of Los Angeles,Los Angeles,CA,90057.0,Los Angeles,"Los Angeles, CA",US,United States,34.06094,-118.27488,Apartment,Private room,2,1.0,1.0,1.0,,55.0,,,$100.00,$40.00,1,$0.00,3,1125,4 months ago,0,0,0,0,2,40.0,4.0,4.0,4.0,8.0,0.48,47879.0,2019.0,
16323408,15193344,,,f,1.0,"Los Angeles, CA, United States",Westlake,Westlake,City of Los Angeles,Los Angeles,CA,90057.0,Los Angeles,"Los Angeles, CA",US,United States,34.06028,-118.28164,Apartment,Entire home/apt,1,1.0,0.0,1.0,,74.0,,,$200.00,$30.00,1,$0.00,30,1125,23 months ago,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,0.04,47879.0,2019.0,20.0
7294370,38206976,within an hour,100%,f,1.0,"Los Angeles, CA, United States",Encino,Encino,City of Los Angeles,Los Angeles,CA,91316.0,Los Angeles,"Los Angeles, CA",US,United States,34.177040000000005,-118.50939,House,Entire home/apt,5,2.0,4.0,4.0,,280.0,"$1,950.00",,$500.00,$125.00,6,$100.00,6,1125,5 weeks ago,0,3,33,123,8,100.0,10.0,10.0,10.0,10.0,0.28,47879.0,2019.0,19.0
18840921,20410232,,,f,1.0,"Los Angeles, CA, United States",Mid-Wilshire,East Hollywood,City of Los Angeles,Los Angeles,CA,90004.0,Los Angeles,"Los Angeles, CA",US,United States,34.079390000000004,-118.28516,Apartment,Entire home/apt,4,1.0,2.0,3.0,,180.0,,,$250.00,$100.00,4,$30.00,3,30,4 months ago,0,0,0,0,6,100.0,10.0,10.0,10.0,9.0,0.2,47879.0,2019.0,20.0
3945096,17370496,,,,,"Los Angeles, CA, United States",West Los Angeles,Sawtelle,City of Los Angeles,Los Angeles,CA,90025.0,Los Angeles,"Los Angeles, CA",US,United States,34.03823,-118.45759,Guesthouse,Entire home/apt,1,1.0,0.0,1.0,,90.0,,,$0.00,$0.00,1,$0.00,2,1125,today,17,47,52,317,120,96.0,10.0,10.0,10.0,10.0,1.88,47879.0,2019.0,
37524405,70988,within an hour,100%,f,0.0,"Los Angeles, CA, United States",Del Rey,Del Rey,City of Los Angeles,Los Angeles,CA,90066.0,Los Angeles,"Los Angeles, CA",US,United States,33.99159,-118.44001000000002,House,Entire home/apt,2,1.0,1.0,1.0,,152.0,,,$0.00,$50.00,2,$55.00,3,90,5 days ago,0,0,0,0,7,100.0,10.0,10.0,10.0,10.0,1.88,47879.0,2019.0,
23326363,3877058,within an hour,100%,t,9.0,"Santa Monica, CA, United States",Santa Monica,Santa Monica,Other Cities,Santa Monica,CA,90405.0,Los Angeles,"Santa Monica, CA",US,United States,34.02613,-118.45256,Townhouse,Private room,2,1.5,1.0,1.0,,68.0,,,$500.00,$35.00,1,$35.00,2,1125,3 days ago,12,42,72,347,20,97.0,10.0,10.0,10.0,10.0,1.0,7166.0,2019.0,
26137854,44935291,,,f,2.0,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291.0,Los Angeles,"Los Angeles, CA",US,United States,33.98705,-118.46758,Apartment,Private room,2,1.0,1.0,1.0,,150.0,,,$0.00,$80.00,1,$25.00,1,7,16 months ago,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,0.12,47879.0,2019.0,
34250112,188391743,,,f,2.0,"Los Angeles, CA, United States",Lake Balboa,Van Nuys,City of Los Angeles,Los Angeles,CA,91406.0,Los Angeles,"Los Angeles, CA",US,United States,34.19248,-118.48243,House,Private room,1,1.0,1.0,1.0,,34.0,,,,$70.00,1,$10.00,1,120,5 months ago,0,0,0,0,1,100.0,10.0,8.0,10.0,10.0,0.3,47879.0,2019.0,
20699038,49737322,within an hour,99%,f,17.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90015.0,Los Angeles,"Los Angeles, CA",US,United States,34.04098,-118.26231,Apartment,Entire home/apt,6,2.0,2.0,5.0,,224.0,,,$200.00,$110.00,5,$15.00,30,1125,2 weeks ago,8,31,54,227,105,93.0,9.0,9.0,9.0,10.0,3.8,47879.0,2019.0,
8354654,7528097,within a day,100%,t,1.0,"Los Angeles, CA, United States",Pacific Palisades,Pacific Palisades,City of Los Angeles,Los Angeles,CA,90272.0,Los Angeles,"Los Angeles, CA",US,United States,34.041709999999995,-118.53943,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,,175.0,$900.00,,$300.00,$60.00,2,$25.00,3,30,yesterday,29,59,84,150,66,99.0,10.0,10.0,10.0,10.0,1.29,47879.0,2019.0,20.0
16453878,28007718,within a few hours,100%,t,2.0,"Los Angeles, CA, United States",Westchester/Playa Del Rey,Playa del Rey,City of Los Angeles,Los Angeles,CA,90293.0,Los Angeles,"Los Angeles, CA",US,United States,33.95694,-118.44415,Cottage,Entire home/apt,3,1.0,2.0,2.0,,150.0,,,$300.00,$125.00,2,$25.00,30,90,3 weeks ago,11,38,68,343,75,99.0,10.0,10.0,10.0,10.0,2.4,47879.0,2019.0,20.0
30406646,77745540,within a few hours,100%,f,1.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90046.0,Los Angeles,"Los Angeles, CA",US,United States,34.10066,-118.34984,Apartment,Entire home/apt,2,1.0,0.0,1.0,,90.0,,,$0.00,$0.00,1,$0.00,2,7,7 weeks ago,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,0.23,47879.0,2019.0,
4644788,5577396,within an hour,100%,f,2.0,"Los Angeles, CA, United States",Atwater Village,Atwater Village,City of Los Angeles,Los Angeles,CA,90039.0,Los Angeles,"Los Angeles, CA",US,United States,34.11973,-118.2619,Apartment,Entire home/apt,7,1.0,3.0,4.0,,163.0,$900.00,"$2,900.00",$300.00,$90.00,5,$20.00,30,1125,5 months ago,0,0,0,0,132,92.0,9.0,9.0,9.0,9.0,2.25,47879.0,2019.0,
24755124,27069898,within an hour,78%,f,1.0,"Glendale, CA, United States",Glendale,Glendale,Other Cities,Glendale,CA,91208.0,Los Angeles,"Glendale, CA",US,United States,34.18908,-118.22037,Condominium,Entire home/apt,4,1.0,1.0,1.0,,110.0,,,$500.00,$80.00,3,$50.00,3,1124,2 weeks ago,0,0,0,245,68,92.0,9.0,9.0,9.0,9.0,3.56,5273.0,2019.0,
33904697,21354523,within an hour,100%,f,6.0,"Los Angeles, CA, United States",Westlake,Westlake,City of Los Angeles,Los Angeles,CA,90017.0,Los Angeles,"Los Angeles, CA",US,United States,34.05103,-118.26394,Serviced apartment,Entire home/apt,4,1.0,1.0,2.0,,139.0,,,$0.00,$65.00,4,$25.00,30,1125,2 days ago,0,0,0,0,19,94.0,10.0,10.0,9.0,10.0,2.42,47879.0,2019.0,
36560184,3843940,within an hour,99%,f,63.0,"Los Angeles, CA, United States",West Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90038.0,Los Angeles,"Los Angeles, CA",US,United States,34.08656,-118.34348,Apartment,Entire home/apt,6,1.0,1.0,2.0,,200.0,,,$450.00,$150.00,1,$0.00,1,1125,4 days ago,25,55,85,360,3,100.0,10.0,10.0,10.0,10.0,0.72,47879.0,2019.0,
36204704,44511989,within an hour,88%,f,15.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90028.0,Los Angeles,"Los Angeles, CA",US,United States,34.10211,-118.32498,Loft,Entire home/apt,4,1.0,0.0,2.0,,160.0,,,$0.00,$90.00,1,$0.00,1,1125,3 days ago,25,52,52,52,1,100.0,10.0,10.0,10.0,10.0,0.2,47879.0,2019.0,
3487525,7939281,,,f,1.0,"Los Angeles, CA, United States",Del Rey,Del Rey,City of Los Angeles,Los Angeles,CA,90066.0,Los Angeles,"Los Angeles, CA",US,United States,33.99112,-118.43504,House,Private room,2,1.0,1.0,2.0,,140.0,"$1,200.00","$4,900.00","$1,800.00",$200.00,2,$30.00,30,90,39 months ago,1,1,1,1,9,84.0,9.0,8.0,10.0,9.0,0.14,47879.0,2019.0,
9907014,1640195,within an hour,67%,t,1.0,"West Hollywood, CA, United States",West Hollywood,West Hollywood,Other Cities,West Hollywood,CA,90069.0,Los Angeles,"West Hollywood, CA",US,United States,34.08401,-118.37913,House,Entire home/apt,4,2.0,2.0,2.0,,300.0,,,,$150.00,1,$0.00,30,1125,a week ago,0,1,2,242,36,98.0,10.0,10.0,10.0,10.0,0.88,27938.0,2019.0,20.0
36886035,239402161,within a day,90%,f,0.0,"Los Angeles, CA, United States",North Hollywood,North Hollywood,City of Los Angeles,Los Angeles,CA,91601.0,Los Angeles,"Los Angeles, CA",US,United States,34.1604,-118.37651,Apartment,Entire home/apt,3,1.0,1.0,1.0,,127.0,,,$0.00,$0.00,1,$0.00,30,798,3 weeks ago,30,60,90,365,2,80.0,9.0,6.0,9.0,8.0,0.6,47879.0,2019.0,
